"(47.608663, -122.32911300000001)" 0.0092488581998 21
"(47.712460999999998, -122.315198)" 0.020527571946 6
"(47.687131999999998, -122.380015)" 0.00678036134731 1
"(47.658628999999998, -122.34228400000001)" 0.00828330954389 1
"(47.663629, -122.360823)" 0.0155754890774 1
"(47.565178000000003, -122.316)" 0.00985735319445 1
"(47.559966000000003, -122.302475)" 0.013294939526 1
"(47.632432000000001, -122.39426400000001)" 0.00992315363178 2
"(47.636468999999998, -122.277119)" 0.0176540699557 1
"(47.732311000000003, -122.342372)" 0.0147276841357 1
"(47.624581999999997, -122.35654599999999)" 0.00677527637813 1
"(47.552508000000003, -122.263222)" 0.0138795527666 1
"(47.675984999999997, -122.366023)" 0.0125982142385 4
"(47.681818999999997, -122.37572)" 0.0115606734233 1
"(47.613925000000002, -122.334379)" 0.0106023267729 1
"(47.668689999999998, -122.30382400000001)" 0.0108170444207 1
"(47.618600999999998, -122.35529)" 0.0108253581003 1
"(47.608629000000001, -122.34047200000001)" 0.0052497280882 19
"(47.687083000000001, -122.38759400000001)" 0.012128448623 1
"(47.599998999999997, -122.30763399999999)" 0.00513482745571 1
"(47.679771000000002, -122.30772399999999)" 0.0154875202986 1
"(47.533693, -122.360786)" 0.00609576590758 2
"(47.559339000000001, -122.304573)" 0.0130546443077 2
"(47.564067000000001, -122.29814)" 0.0120482334805 1
"(47.529913000000001, -122.28076)" 0.0184924254764 1
"(47.714243000000003, -122.317972)" 0.0224338307473 2
"(47.689836, -122.358395)" 0.00851986695905 1
"(47.706082000000002, -122.33394800000001)" 0.00719328276936 1
"(47.606876999999997, -122.30378399999999)" 0.00552009139417 2
"(47.544153999999999, -122.29474399999999)" 0.0187460333137 1
"(47.567923, -122.285051)" 0.0123399344002 1
"(47.704352, -122.352324)" 0.0113045265712 3
"(47.52563, -122.327804)" 0.0055359667629 1
"(47.566160000000004, -122.36811400000001)" 0.00802871571299 1
"(47.580469999999998, -122.403992)" 0.0157387576702 1
"(47.732311000000003, -122.34276800000001)" 0.0144218559139 1
"(47.700003000000002, -122.36604699999999)" 0.0129953492065 1
"(47.619739000000003, -122.347611)" 0.00456831227042 2
"(47.610525000000003, -122.343799)" 0.00574015792465 2
"(47.631273999999998, -122.30163)" 0.0115681758285 4
"(47.605322000000001, -122.337627)" 0.00206490798827 1
"(47.579709000000001, -122.408019)" 0.0198301340641 1
"(47.710481000000001, -122.30813000000001)" 0.0157737770366 1
"(47.519309999999997, -122.266169)" 0.00420234910497 1
"(47.647922999999999, -122.341196)" 0.009572540154 1
"(47.620655999999997, -122.310059)" 0.00715954698287 1
"(47.546194999999997, -122.385739)" 0.0131465419407 2
"(47.621951000000003, -122.31354399999999)" 0.00656897198959 1
"(47.546601000000003, -122.368799)" 0.0119442599185 2
"(47.704334000000003, -122.34692699999999)" 0.0059176623763 1
"(47.691366000000002, -122.363676)" 0.0127611065351 1
"(47.672424999999997, -122.315658)" 0.0073267021913 1
"(47.655845999999997, -122.33506)" 0.0140022664594 1
"(47.717686999999998, -122.29517)" 0.00395884654919 2
"(47.578569999999999, -122.31335300000001)" 0.00829321608305 1
"(47.628399999999999, -122.28951000000001)" 0.00301446114588 1
"(47.601739999999999, -122.33417900000001)" 0.00290297020309 1
"(47.547027999999997, -122.368938)" 0.012200640352 1
"(47.696917999999997, -122.34729299999999)" 0.0100804811393 1
"(47.537227000000001, -122.324851)" 0.00551022912409 1
"(47.533382000000003, -122.380641)" 0.00588396210048 3
"(47.690569000000004, -122.396944)" 0.0199570890162 1
"(47.728274999999996, -122.293632)" 0.007577860516 2
"(47.687159999999999, -122.385401)" 0.010259257673 3
"(47.555675000000001, -122.396383)" 0.0174170952802 1
"(47.674162000000003, -122.318472)" 0.00685248276175 1
"(47.615848, -122.30487599999999)" 0.0102238348969 2
"(47.679549999999999, -122.286075)" 0.0128576772786 1
"(47.63015, -122.346234)" 0.00881082436552 1
"(47.669021000000001, -122.27946)" 0.0135503213615 1
"(47.698427000000002, -122.298728)" 0.00796567398278 4
"(47.567031999999998, -122.372581)" 0.00948375247462 1
"(47.566398, -122.36331)" 0.00489655715784 1
"(47.670338000000001, -122.293851)" 0.00182401343197 1
"(47.626289999999997, -122.32867299999999)" 0.0173001795655 1
"(47.576531000000003, -122.303325)" 0.0071587402523 1
"(47.598289000000001, -122.332342)" 0.00159875514072 1
"(47.549554000000001, -122.326511)" 0.0118955475704 2
"(47.524597, -122.369913)" 0.0140591337215 1
"(47.668610999999999, -122.377222)" 0.000246418343467 27
"(47.68329, -122.354443)" 0.00136285619197 1
"(47.615160000000003, -122.339614)" 0.00522512325213 5
"(47.66789, -122.373589)" 0.00377525681246 9
"(47.675285000000002, -122.382814)" 0.00880933107563 1
"(47.668661999999998, -122.281531)" 0.0114761516633 1
"(47.732148000000002, -122.315056)" 0.0213082815121 2
"(47.542608999999999, -122.31936)" 0.00299930158537 2
"(47.659320000000001, -122.317756)" 0.00594901823833 3
"(47.660339, -122.34055600000001)" 0.0106981324071 5
"(47.614736000000001, -122.350347)" 0.00579486013637 2
"(47.693525999999999, -122.36333999999999)" 0.0138350472713 2
"(47.520532000000003, -122.349261)" 0.0144617412506 1
"(47.549115, -122.363023)" 0.0173152633535 1
"(47.538958000000001, -122.296081)" 0.0217690240479 5
"(47.531557999999997, -122.27272000000001)" 0.0161491648391 1
"(47.532527000000002, -122.280354)" 0.0164073398819 1
"(47.535442000000003, -122.283772)" 0.0149239243163 1
"(47.621116000000001, -122.325301)" 0.0116156071301 1
"(47.638382999999997, -122.35978299999999)" 0.00865887221293 1
"(47.661357000000002, -122.30486399999999)" 0.0123950847113 3
"(47.682161000000001, -122.341634)" 0.0133386046122 2
"(47.705329999999996, -122.34469900000001)" 0.00370581920768 1
"(47.654052999999998, -122.402275)" 0.0140332918447 1
"(47.573042999999998, -122.305707)" 0.00321408182845 2
"(47.604331999999999, -122.30634499999999)" 0.00462985842116 1
"(47.648634000000001, -122.39874)" 0.008690707336 1
"(47.51549, -122.389972)" 0.0257263834419 1
"(47.571632000000001, -122.31251899999999)" 0.00387456178167 1
"(47.708708999999999, -122.333994)" 0.00804031554107 18
"(47.559265000000003, -122.386917)" 0.00734106804219 2
"(47.650537, -122.400913)" 0.0104151553037 1
"(47.607205999999998, -122.306325)" 0.00678581645788 1
"(47.517453000000003, -122.373779)" 0.0198828378508 1
"(47.611995, -122.331339)" 0.0112185562351 1
"(47.676855000000003, -122.265846)" 0.0283528107425 1
"(47.579819999999998, -122.378074)" 0.0116141855074 1
"(47.703159999999997, -122.325827)" 0.0152919305518 13
"(47.561095999999999, -122.384137)" 0.00440509988536 7
"(47.616917999999998, -122.352507)" 0.00780421680889 6
"(47.564278000000002, -122.389481)" 0.0103379797349 1
"(47.681412999999999, -122.3053)" 0.0176693155781 1
"(47.730173000000001, -122.29915099999999)" 0.00916723300675 1
"(47.708989000000003, -122.35948500000001)" 0.0151598277365 1
"(47.569938, -122.291023)" 0.00676347987356 2
"(47.600848999999997, -122.334182)" 0.00242058216138 1
"(47.599093000000003, -122.28664999999999)" 0.0162357631481 1
"(47.665095000000001, -122.31307099999999)" 0.00358872233532 2
"(47.593366000000003, -122.322191)" 0.011722206149 1
"(47.627294999999997, -122.30356999999999)" 0.0123043374872 1
"(47.622177000000001, -122.31677000000001)" 0.0068177090727 1
"(47.703347999999998, -122.36890699999999)" 0.0130203823293 1
"(47.732478, -122.338613)" 0.017895977034 1
"(47.633758999999998, -122.39585)" 0.00790260899957 5
"(47.71602, -122.365336)" 0.0134886318431 1
"(47.646031000000001, -122.320847)" 0.00305000147541 1
"(47.638337999999997, -122.304002)" 0.0174760565632 1
"(47.529909000000004, -122.35505499999999)" 0.00404106730951 1
"(47.656889, -122.317819)" 0.00835888054706 5
"(47.712848999999999, -122.35551)" 0.01034202456 3
"(47.681654000000002, -122.396429)" 0.0224976330311 1
"(47.634160000000001, -122.32547599999999)" 0.00996041751133 1
"(47.604706999999998, -122.312865)" 0.0106589602682 1
"(47.642927, -122.38515700000001)" 0.0127393013937 1
"(47.604190000000003, -122.31678100000001)" 0.0115020915055 2
"(47.606467000000002, -122.320874)" 0.0107802358509 57
"(47.700133000000001, -122.28316700000001)" 0.00846735643515 1
"(47.529933, -122.35505499999999)" 0.00401716330263 1
"(47.719262999999998, -122.29246500000001)" 0.00470970455548 1
"(47.551634999999997, -122.32550000000001)" 0.0132167421856 2
"(47.673701999999999, -122.396095)" 0.019501411231 1
"(47.570180999999998, -122.382902)" 0.00988692798598 1
"(47.656962, -122.311283)" 0.00980935273094 1
"(47.621076000000002, -122.320892)" 0.00799572885984 14
"(47.624592999999997, -122.35957399999999)" 0.00802381735834 2
"(47.658009, -122.340751)" 0.00924020627475 1
"(47.690908, -122.28503000000001)" 0.00832059186596 1
"(47.531889, -122.337537)" 0.0160185880152 1
"(47.559807999999997, -122.32326999999999)" 0.0157251391727 2
"(47.651699999999998, -122.368314)" 0.00625154332945 1
"(47.617786000000002, -122.31274999999999)" 0.00322850429766 1
"(47.661465, -122.367159)" 0.0123054950733 3
"(47.625397999999997, -122.341036)" 0.00992579976626 2
"(47.504530000000003, -122.24939500000001)" 0.0223854617553 1
"(47.716087999999999, -122.312566)" 0.0167218462198 1
"(47.715857, -122.323229)" 0.0209462092275 1
"(47.66742, -122.304421)" 0.0114879065543 1
"(47.652734000000002, -122.31194000000001)" 0.0132101895899 3
"(47.612957999999999, -122.337873)" 0.00758599999999 60
"(47.522196999999998, -122.361949)" 0.0137977420254 1
"(47.617313000000003, -122.30613200000001)" 0.00913226811914 1
"(47.660760000000003, -122.347426)" 0.00728264416267 3
"(47.679408000000002, -122.311851)" 0.0113505535107 1
"(47.546121999999997, -122.29475100000001)" 0.0183992070481 2
"(47.711652999999998, -122.329232)" 0.0136350202787 1
"(47.556911999999997, -122.362925)" 0.0141721333962 1
"(47.534077000000003, -122.347159)" 0.00753735663214 1
"(47.654594000000003, -122.281689)" 0.0181016367492 1
"(47.713478000000002, -122.36356499999999)" 0.013657552709 1
"(47.636513000000001, -122.389377)" 0.0117216874212 1
"(47.557867000000002, -122.291403)" 0.0176125205749 2
"(47.529471999999998, -122.278097)" 0.0165071575385 1
"(47.649510999999997, -122.276077)" 0.0256056439091 1
"(47.683236999999998, -122.37785700000001)" 0.0100742472175 1
"(47.644765999999997, -122.395611)" 0.00675787133644 1
"(47.532938000000001, -122.28202899999999)" 0.0164913953321 1
"(47.711109999999998, -122.317892)" 0.0235409478356 1
"(47.718727000000001, -122.284811)" 0.012164399903 1
"(47.673093000000001, -122.379396)" 0.00513638335797 1
"(47.640535999999997, -122.410281)" 0.00976248764404 1
"(47.655427000000003, -122.352593)" 0.00412267728546 1
"(47.552590000000002, -122.30325999999999)" 0.0198949264889 1
"(47.731577000000001, -122.352186)" 0.00868033271252 1
"(47.734129000000003, -122.347802)" 0.0126081859123 1
"(47.709569999999999, -122.33400899999999)" 0.00847826137838 3
"(47.620978000000001, -122.29987300000001)" 0.00990631137205 2
"(47.641007000000002, -122.306634)" 0.0143523981271 1
"(47.604878999999997, -122.32400699999999)" 0.00939582939395 18
"(47.732588999999997, -122.34778300000001)" 0.0112895148257 1
"(47.534782999999997, -122.376611)" 0.00245220492619 2
"(47.558953000000002, -122.39761799999999)" 0.0179735007441 1
"(47.670912999999999, -122.385447)" 0.00849911671881 1
"(47.654318000000004, -122.327895)" 0.0133476437621 1
"(47.600839999999998, -122.334182)" 0.00241686677332 1
"(47.580559000000001, -122.314716)" 0.0107044097922 3
"(47.652768999999999, -122.31200800000001)" 0.0131903717916 1
"(47.628810999999999, -122.326476)" 0.0152460085268 2
"(47.520538000000002, -122.351707)" 0.013725194352 1
"(47.640030000000003, -122.327108)" 0.00691888466445 3
"(47.551904, -122.272593)" 0.00519993115339 1
"(47.619146000000001, -122.323457)" 0.00909441614399 2
"(47.543889, -122.322604)" 0.00501580003589 3
"(47.534424999999999, -122.287888)" 0.0180844913116 1
"(47.557858000000003, -122.288815)" 0.0154792528243 1
"(47.554183999999999, -122.337417)" 0.0222704210333 3
"(47.615985000000002, -122.32814999999999)" 0.013060658674 8
"(47.703082000000002, -122.314644)" 0.0245334148663 1
"(47.660966999999999, -122.34862200000001)" 0.00734670899111 1
"(47.661318999999999, -122.320728)" 0.00560034507865 26
"(47.727012000000002, -122.358249)" 0.00593604329499 1
"(47.502828999999998, -122.37821099999999)" 0.0344252713134 2
"(47.650342999999999, -122.38199)" 0.00609034063087 1
"(47.600031999999999, -122.32620300000001)" 0.00574957328851 3
"(47.690612000000002, -122.33806800000001)" 0.0145093465394 1
"(47.551189000000001, -122.28062)" 0.00493052309598 1
"(47.612609999999997, -122.34125)" 0.0049961237975 2
"(47.650796999999997, -122.320571)" 0.00782097800789 2
"(47.730125999999998, -122.293566)" 0.00932331920509 1
"(47.660210999999997, -122.325124)" 0.00980908563527 1
"(47.527939000000003, -122.34675300000001)" 0.00995064766736 1
"(47.615383999999999, -122.347925)" 0.00328781994642 17
"(47.595337999999998, -122.29763199999999)" 0.00795674405772 1
"(47.546263000000003, -122.29622000000001)" 0.0198408028567 6
"(47.708616999999997, -122.32682699999999)" 0.0147018503938 1
"(47.656120000000001, -122.322592)" 0.010818904658 1
"(47.660727999999999, -122.429295)" 0.0353824338479 8
"(47.623885000000001, -122.335832)" 0.0117704219975 2
"(47.642446999999997, -122.302052)" 0.0188055832135 1
"(47.614103, -122.334124)" 0.0108158676952 3
"(47.639232999999997, -122.282889)" 0.0156980990569 1
"(47.626835999999997, -122.32129999999999)" 0.0128630260825 1
"(47.579462999999997, -122.329988)" 0.00505230214852 10
"(47.663652999999996, -122.364475)" 0.0137009454053 1
"(47.659443000000003, -122.304293)" 0.0136265231075 12
"(47.616776999999999, -122.310148)" 0.00509356309473 1
"(47.592087999999997, -122.30101000000001)" 0.00952725983691 1
"(47.657519000000001, -122.320846)" 0.00871910964491 4
"(47.604633999999997, -122.30895200000001)" 0.00699994171405 1
"(47.526296000000002, -122.36181999999999)" 0.0104453180421 1
"(47.586367000000003, -122.314668)" 0.0158162925175 3
"(47.666190999999998, -122.408509)" 0.0272569288072 1
"(47.669440999999999, -122.37476599999999)" 0.00277197150058 2
"(47.656801000000002, -122.39298700000001)" 0.0142963201559 1
"(47.679757000000002, -122.363339)" 0.00867129851867 1
"(47.660173, -122.396101)" 0.017969255132 9
"(47.648609, -122.377499)" 0.00364571200179 1
"(47.679616000000003, -122.305257)" 0.0163940088142 1
"(47.659675, -122.31978100000001)" 0.00631735292666 1
"(47.566398, -122.386771)" 0.008978481219 1
"(47.638407999999998, -122.393016)" 0.00770564481403 1
"(47.678762999999996, -122.319577)" 0.00363895067294 1
"(47.689836, -122.34693)" 0.0112046850915 1
"(47.695774999999998, -122.30911500000001)" 0.0182051018399 1
"(47.671050000000001, -122.387587)" 0.0105953355775 1
"(47.529367000000001, -122.269988)" 0.0135052536444 4
"(47.683247000000001, -122.37283499999999)" 0.0109380037027 3
"(47.603904, -122.326696)" 0.00663011704271 1
"(47.678730999999999, -122.39838)" 0.023452008059 1
"(47.700243, -122.29836400000001)" 0.00819975328898 1
"(47.636766000000001, -122.32836399999999)" 0.00975122664079 1
"(47.598058999999999, -122.297449)" 0.0062673421799 2
"(47.612986999999997, -122.32344000000001)" 0.00873406531921 1
