location distance crime_count
"(47.537970000000001, -122.281546267)" 0.0804971563325 26
"(47.696710029999998, -122.341899208)" 0.00930630003966 2
"(47.612876329999999, -122.28800242600001)" 0.0293694128459 1
"(47.486964702999998, -122.276988944)" 0.0984160904247 2
"(47.516525387999998, -122.283098057)" 0.0814201249711 2
"(47.600045227000003, -122.334825702)" 0.00700813323606 57
"(47.530628776999997, -122.27809340500001)" 0.0841416855055 18
"(47.705047802999999, -122.343331983)" 0.00865278549017 1
"(47.678380523999998, -122.39568906300001)" 0.0655014387432 1
"(47.713197944999997, -122.33407074199999)" 0.0103354131922 8
"(47.561112178000002, -122.380760706)" 0.0309289290659 1
"(47.625420523999999, -122.34691199700001)" 0.0136330078927 2
"(47.615701076000001, -122.284612127)" 0.0326600962614 1
"(47.544828256000002, -122.383804166)" 0.0233125321018 4
"(47.674876871000002, -122.28489385100001)" 0.0573664868339 7
"(47.568099918999998, -122.31726428899999)" 0.037981030575 18
"(47.612906621999997, -122.315484407)" 0.0030021218717 3
"(47.628818430999999, -122.330955854)" 0.0133992266094 2
"(47.719393803000003, -122.310433225)" 0.0295485666963 1
"(47.564681106999998, -122.380770306)" 0.0338433724785 1
"(47.497510177000002, -122.34318661)" 0.0433044991226 1
"(47.688408197000001, -122.282779027)" 0.0541463089966 1
"(47.639596973000003, -122.360934156)" 0.0335405615289 1
"(47.626260311000003, -122.35604925600001)" 0.021796995351 8
"(47.662128777, -122.34733743699999)" 0.0426115151144 5
"(47.694570108000001, -122.27292383)" 0.0625830078025 1
"(47.582998754000002, -122.388484873)" 0.0534976114326 1
"(47.562454191999997, -122.378772107)" 0.0308855666804 2
"(47.562389025000002, -122.319835329)" 0.042808870123 2
"(47.668646492999997, -122.362940814)" 0.0442356011622 3
"(47.640464094999999, -122.37152888599999)" 0.0423740925657 1
"(47.530381826999999, -122.32020679999999)" 0.0422683344727 2
"(47.675775870000002, -122.29899753799999)" 0.0450366290048 9
"(47.727555565999999, -122.31202276)" 0.0336683125327 1
"(47.583311315000003, -122.305559901)" 0.0314968159143 1
"(47.583498161999998, -122.386450772)" 0.0529641514277 6
"(47.579315471000001, -122.38727484)" 0.049703787618 2
"(47.639554109999999, -122.401001323)" 0.0684572426427 1
"(47.661076293999997, -122.34861524199999)" 0.0439995593443 8
"(47.618446509999998, -122.333272794)" 0.00370823372329 8
"(47.551967228000002, -122.284363353)" 0.0687885818063 1
"(47.553921393000003, -122.27537227400001)" 0.0736073499977 8
"(47.637867733, -122.35559253300001)" 0.0285655557271 3
"(47.620353479000002, -122.306049063)" 0.0122981843376 1
"(47.726401320999997, -122.28496583800001)" 0.0552334005796 1
"(47.516859375999999, -122.271621568)" 0.0925172345448 3
"(47.650510504000003, -122.338113931)" 0.0339289114863 4
"(47.678620614000003, -122.377840101)" 0.0492853867625 1
"(47.632730363, -122.348431717)" 0.0200476848179 2
"(47.696362594999997, -122.345938277)" 0.0127859256827 6
"(47.660686726999998, -122.37077757500001)" 0.0553676398969 3
"(47.686939068999997, -122.36065300600001)" 0.0302555091814 1
"(47.642942456, -122.376170602)" 0.0476091204804 3
"(47.606194715000001, -122.31481803699999)" 0.00944896549282 2
"(47.586324765000001, -122.29751298799999)" 0.0350865098845 1
"(47.574557466000002, -122.29867921899999)" 0.0424968255317 6
"(47.665042313000001, -122.370766284)" 0.0521153592001 1
"(47.640676628000001, -122.377534665)" 0.0475664281021 3
"(47.605564465, -122.316127976)" 0.00982215261298 34
"(47.627096958000003, -122.30237969700001)" 0.0189846744287 3
"(47.678395831000003, -122.381054163)" 0.0522115709811 4
"(47.634038895000003, -122.319051915)" 0.0188035169872 4
"(47.685759671, -122.286333774)" 0.0515492803899 1
"(47.689788993999997, -122.38979538700001)" 0.0563907346424 2
"(47.658567349999998, -122.36435023200001)" 0.050350924465 4
"(47.676745474999997, -122.327297199)" 0.0272511383454 2
"(47.585034104000002, -122.31206587699999)" 0.0256591417795 2
"(47.544277905000001, -122.268522133)" 0.0852291848946 10
"(47.567611726000003, -122.369428114)" 0.0319792367866 17
"(47.618364763000002, -122.28812539)" 0.0293032229248 1
"(47.669949840000001, -122.26155047100001)" 0.0780325914628 1
"(47.590781960999998, -122.29239401300001)" 0.0349418100159 1
"(47.454642243999999, -122.355276156)" 0.0821359033927 2
"(47.663035055999998, -122.401720144)" 0.0777654543477 1
"(47.719283029000003, -122.29631485500001)" 0.0419652006833 4
"(47.559937077000001, -122.29257579999999)" 0.0574017000338 1
"(47.574962790000001, -122.40821570999999)" 0.0601041265038 2
"(47.638637694000003, -122.373425071)" 0.0429911585961 1
"(47.548482082, -122.38641273899999)" 0.0271677796332 1
"(47.596783426999998, -122.33326821599999)" 0.00845215353546 26
"(47.598558900999997, -122.308969499)" 0.0187038166303 4
"(47.520927413000003, -122.340140628)" 0.026863545418 6
"(47.669827150000003, -122.39287516)" 0.0667018558074 4
"(47.632299158999999, -122.344884209)" 0.0177800727643 3
"(47.595770582999997, -122.29360287199999)" 0.0306971114734 1
"(47.704946941999999, -122.321827059)" 0.013281624601 1
"(47.562016743000001, -122.32361689699999)" 0.0425161506557 4
"(47.537552873999999, -122.384168235)" 0.0221632577158 2
"(47.627972268999997, -122.28683182100001)" 0.0329630497934 1
"(47.628147669999997, -122.354071429)" 0.0210152871199 1
"(47.518270328, -122.271026136)" 0.0928117675953 1
"(47.665644331000003, -122.309660874)" 0.0450280442223 4
"(47.532730084000001, -122.37930682699999)" 0.0176833542586 5
"(47.549829979000002, -122.319282117)" 0.0447780062209 2
"(47.574566421999997, -122.306171073)" 0.0374814967019 5
"(47.629142420000001, -122.35665115499999)" 0.0237250932662 1
"(47.545564953000003, -122.27814808399999)" 0.0776966351129 2
"(47.623519481999999, -122.301161873)" 0.0180749345923 2
"(47.668661884999999, -122.370759687)" 0.0495437402887 1
"(47.582761249999997, -122.301519926)" 0.0349615255286 3
"(47.545705052999999, -122.381865409)" 0.0218672460756 6
"(47.572177054999997, -122.380324688)" 0.0400942372728 2
"(47.670879517000003, -122.361323048)" 0.0414831169557 1
"(47.551020729000001, -122.364336397)" 0.0147027561298 4
"(47.621957551999998, -122.31572604999999)" 0.0068147544457 1
"(47.614476467000003, -122.347383389)" 0.0110924699615 32
"(47.574764494999997, -122.390790266)" 0.0478677812103 1
"(47.574493551000003, -122.289877554)" 0.0491644692416 3
"(47.726610966000003, -122.30817700599999)" 0.0357631530542 1
"(47.561760413999998, -122.27133872899999)" 0.0705571464004 1
"(47.607999769000003, -122.29887074600001)" 0.0198019779227 1
"(47.716550179999999, -122.298991423)" 0.0384622759844 5
"(47.723266987000002, -122.361626128)" 0.0335623295456 1
"(47.612558385, -122.319859522)" 0.00378578150409 2
"(47.54333578, -122.278941641)" 0.0788840028375 1
"(47.574507578999999, -122.28503984)" 0.0520042009986 5
"(47.640452519999997, -122.319006692)" 0.0251924524541 8
"(47.510686315000001, -122.25706230599999)" 0.108095157694 5
"(47.572393042000002, -122.296528787)" 0.0455474601003 3
"(47.589918601999997, -122.32198513900001)" 0.0159555938568 1
"(47.722974995999998, -122.28748545099999)" 0.0515353167854 1
"(47.571817998999997, -122.370973658)" 0.0364328158641 2
"(47.541844998000002, -122.302760918)" 0.0595096049789 4
"(47.640568014000003, -122.35069063100001)" 0.0278366913034 1
"(47.680708785, -122.326131719)" 0.0238791143674 1
"(47.54271292, -122.39002486299999)" 0.0286759956987 1
"(47.529788195999998, -122.319120762)" 0.043430991454 2
"(47.62198008, -122.326587906)" 0.0112685431654 2
"(47.554534824000001, -122.332376285)" 0.0347073146471 1
"(47.663327672000001, -122.29850294000001)" 0.0515455052541 22
"(47.618263169000002, -122.298568481)" 0.0189316945007 1
"(47.571925247000003, -122.310857998)" 0.0370767767375 3
"(47.672054504999998, -122.27385246199999)" 0.0684423385885 2
"(47.662918824999998, -122.362396494)" 0.0484954058368 5
"(47.704331031999999, -122.346030294)" 0.0111723215005 9
"(47.707802860000001, -122.354137591)" 0.0198040825226 7
"(47.602602286, -122.29493049600001)" 0.0257059076547 5
"(47.576504857000003, -122.378122459)" 0.0431202483789 1
"(47.667963731999997, -122.380891534)" 0.0577162660611 48
"(47.517424406000004, -122.37139910499999)" 0.0212522567026 1
"(47.709214095999997, -122.285372533)" 0.0499779255515 5
"(47.671621287000001, -122.367384105)" 0.0450591728074 1
"(47.586619788, -122.296897802)" 0.0351955767135 4
"(47.714184529000001, -122.36223441600001)" 0.0295259199893 1
"(47.620491809000001, -122.32088228000001)" 0.0063084209697 61
"(47.557746203000001, -122.30379921700001)" 0.0528993217562 4
"(47.623756495000002, -122.312615052)" 0.00963550666897 10
"(47.686033596000001, -122.31494671999999)" 0.0261649917762 1
"(47.665005602999997, -122.32866495499999)" 0.0384120699084 5
"(47.464644079000003, -122.24512366)" 0.137223779699 1
"(47.593293375000002, -122.29306232499999)" 0.0327289434262 2
"(47.64176879, -122.34625496300001)" 0.0269744497923 25
"(47.532179110999998, -122.27954457)" 0.0825985244665 5
"(47.768601689, -122.275297088)" 0.0887422213354 1
"(47.696056059999997, -122.36402439)" 0.0298690419765 1
"(47.600848323999998, -122.313505795)" 0.0149532152239 7
"(47.536410521000001, -122.387306791)" 0.0252769493758 4
"(47.713405311000002, -122.342142948)" 0.012731852188 23
"(47.591126903000003, -122.32248039700001)" 0.0146539917971 1
"(47.690924885999998, -122.344526226)" 0.0153332142656 52
"(47.583324173000001, -122.309475174)" 0.0286712552562 2
"(47.625716214999997, -122.35735628899999)" 0.0227535913248 17
"(47.694143734000001, -122.33715361900001)" 0.00902929293798 1
"(47.675081966, -122.361860998)" 0.0387045840823 6
"(47.558285490999999, -122.317149742)" 0.0474303116519 1
"(47.645596920000003, -122.374161855)" 0.0475192299467 5
"(47.588749438000001, -122.390343375)" 0.059427695355 3
"(47.724141850000002, -122.355548766)" 0.029589277655 13
"(47.603084113000001, -122.299966047)" 0.0211930111146 9
"(47.641019522000001, -122.309843829)" 0.0267509522587 4
"(47.543418133999999, -122.290288164)" 0.07207462529 3
"(47.618250732, -122.344838791)" 0.00849674774237 13
"(47.700033134000002, -122.364716242)" 0.0299039810638 2
"(47.545606788999997, -122.37142114700001)" 0.0130815613696 1
"(47.514450146000001, -122.255209415)" 0.109072606282 2
"(47.687713848999998, -122.281700001)" 0.0553731123895 1
"(47.683287034000003, -122.35529944)" 0.0282624865083 3
"(47.618237121, -122.346281017)" 0.00991379714755 7
"(47.64087876, -122.325889914)" 0.0264775633634 32
"(47.702085709999999, -122.29074807400001)" 0.0442094258085 3
"(47.591893898000002, -122.30189597099999)" 0.0280204036839 3
"(47.516446240000001, -122.355155923)" 0.0211992033987 4
"(47.533367703000003, -122.281326694)" 0.0807640692624 16
"(47.600884534999999, -122.334853736)" 0.00657365270637 47
"(47.614576980999999, -122.311462742)" 0.00585459842456 5
"(47.639920648999997, -122.28077212700001)" 0.0440146187618 8
"(47.576423749, -122.389395552)" 0.0484022641049 4
"(47.706889107000002, -122.352119816)" 0.0176271255777 3
"(47.624369866000002, -122.298226601)" 0.0210843809511 1
"(47.544607450000001, -122.284052441)" 0.0747153882506 2
"(47.608570827999998, -122.343893709)" 0.0109295975526 2
"(47.643233264999999, -122.360907082)" 0.0361105459072 1
"(47.694580958000003, -122.38339067699999)" 0.0491498285655 1
"(47.601264860000001, -122.299978032)" 0.0222836064795 2
"(47.650904075, -122.330453973)" 0.0348131044449 1
"(47.719296157000002, -122.298446313)" 0.0400169105375 7
"(47.564790105999997, -122.357909299)" 0.0285886389012 1
"(47.547676514000003, -122.393845529)" 0.0337215413459 1
"(47.658487377999997, -122.383398664)" 0.0628678139081 2
"(47.702468703000001, -122.361763637)" 0.026817105479 1
"(47.617040477000003, -122.28590569000001)" 0.0314114626034 3
"(47.595121456000001, -122.29435731700001)" 0.0305445939894 1
"(47.544862862000002, -122.38648363999999)" 0.0258441090015 9
"(47.661701393000001, -122.322941195)" 0.0429131287168 2
"(47.705057345999997, -122.346709272)" 0.0119555267443 5
"(47.542450103, -122.282956922)" 0.0770977957037 3
"(47.627362656000003, -122.32354087900001)" 0.0135775361155 3
"(47.536464864999999, -122.372552173)" 0.0105222316602 6
"(47.600008404, -122.312853885)" 0.0159357159789 6
"(47.616643611000001, -122.354027581)" 0.0175275969029 12
"(47.567841375, -122.35480480299999)" 0.0321634149086 1
"(47.548025735000003, -122.25895961099999)" 0.089042796268 5
"(47.620872116999998, -122.338467529)" 0.00468526086227 2
"(47.656017955000003, -122.344649401)" 0.0402319722962 2
"(47.595651670000002, -122.29635111899999)" 0.0287131117659 1
"(47.606172076999997, -122.29632072699999)" 0.0228594954984 3
"(47.518959258999999, -122.261374958)" 0.102171987721 2
"(47.562987135999997, -122.39552549)" 0.0427026489087 2
"(47.702893840999998, -122.350053008)" 0.0151030092558 1
"(47.599250777000002, -122.30700967600001)" 0.0190655232398 29
"(47.711913060000001, -122.28729849699999)" 0.0484964018121 1
"(47.545574930999997, -122.306259633)" 0.0565038778136 2
"(47.531951589000002, -122.34366165)" 0.0189231161373 17
"(47.574562454000002, -122.300640711)" 0.0411090820283 3
"(47.551027738000002, -122.365570698)" 0.0149529834389 4
"(47.524649891999999, -122.376640197)" 0.0188117759925 1
"(47.72651827, -122.29726382200001)" 0.0444755066305 1
"(47.460304342999997, -122.297388103)" 0.0999217343395 1
"(47.622126078999997, -122.36129928699999)" 0.0254031797549 3
"(47.699609703999997, -122.34193505099999)" 0.00772120361343 1
"(47.536137103000002, -122.329130569)" 0.0329014324058 1
"(47.627141305000002, -122.342938944)" 0.0123352283618 1
"(47.546595328000002, -122.355120986)" 0.0122331566605 2
"(47.541581416, -122.266108254)" 0.0888417329906 2
"(47.688749307999998, -122.310046163)" 0.0286433793642 1
"(47.678515867000002, -122.303880011)" 0.0394959511675 1
"(47.658349207999997, -122.316087737)" 0.0430454467616 3
"(47.627156962999997, -122.34755262199999)" 0.0152704958118 1
"(47.555691684999999, -122.386204212)" 0.0308660541527 6
"(47.531346319000001, -122.28827104)" 0.0739387896042 1
"(47.452430100000001, -122.32762626500001)" 0.0908370247639 1
"(47.623128471000001, -122.298775527)" 0.0200753020128 1
"(47.479693648999998, -122.299208089)" 0.0846968359245 1
"(47.628462941999999, -122.34493004700001)" 0.0145368830097 2
"(47.519558205999999, -122.26278623)" 0.100679443124 8
"(47.643429607000002, -122.370200603)" 0.04306373962 1
"(47.683133906999998, -122.319389587)" 0.0251560109162 1
"(47.534810479000001, -122.290013926)" 0.0720358896355 1
"(47.583306530000002, -122.304254685)" 0.0324893689642 2
"(47.530145832999999, -122.35114730799999)" 0.0126019214182 3
"(47.711436943000002, -122.355501414)" 0.0222539887028 34
"(47.670181069000002, -122.38347880400001)" 0.0585283970689 8
"(47.505606766, -122.249681796)" 0.116518285471 1
"(47.723244106000003, -122.35756877199999)" 0.0304218917184 2
"(47.624600784000002, -122.361281107)" 0.0260345189585 1
"(47.525167045000003, -122.31493154899999)" 0.0484427492576 4
"(47.615141141999999, -122.346523619)" 0.0101321250901 9
"(47.647726548000001, -122.39825776000001)" 0.0691493908049 2
"(47.567056241000003, -122.29939423499999)" 0.0475755386007 2
"(47.703341164999998, -122.367403643)" 0.0324566413932 1
"(47.516413985, -122.392811323)" 0.0367551063692 1
"(47.606285624000002, -122.327721504)" 0.00255834627277 7
"(47.481412675000001, -122.27143818899999)" 0.106025891158 2
"(47.620886040000002, -122.342385693)" 0.00726914571128 2
"(47.558819821, -122.27194306)" 0.0724348101178 2
"(47.626677518999998, -122.317422166)" 0.0113585383006 1
"(47.655683816, -122.31443282399999)" 0.0404634058099 4
"(47.684931732000003, -122.39989274)" 0.0673826248645 1
"(47.566560477000003, -122.288861924)" 0.0551217847098 1
"(47.625861643999997, -122.36388374000001)" 0.02890116261 8
"(47.708560425000002, -122.31785262)" 0.0180100198236 12
"(47.614389252999999, -122.33831648899999)" 0.00287678022537 1
"(47.659829690999999, -122.316048912)" 0.044526437639 6
"(47.576498864999998, -122.377044743)" 0.0427241349666 1
"(47.528880958999999, -122.27807153400001)" 0.0843034625554 9
"(47.738321225, -122.299300117)" 0.0502551225092 2
"(47.568945151999998, -122.286124796)" 0.0556131162582 6
"(47.716876673999998, -122.35421325599999)" 0.0237995892364 3
"(47.620943101000002, -122.307882048)" 0.0109431671654 4
"(47.620342579999999, -122.352825475)" 0.0167445136039 24
"(47.571923065999997, -122.30490753799999)" 0.0403490602798 5
"(47.714834435999997, -122.30715749700001)" 0.0302465532853 3
"(47.735749751, -122.311442845)" 0.0403942134093 1
"(47.640306185999997, -122.315411849)" 0.0250551834151 1
"(47.625139441000002, -122.29530714800001)" 0.0240580192353 1
"(47.685272517000001, -122.33594009700001)" 0.0176552668908 5
"(47.557470385000002, -122.395636193)" 0.0396122866672 1
"(47.56203532, -122.376826898)" 0.0295127219674 3
"(47.645473496000001, -122.403631952)" 0.0730699884409 1
"(47.546873351000002, -122.355993567)" 0.0120018721178 9
"(47.527238889000003, -122.265467599)" 0.0970054919262 4
"(47.641389398999998, -122.370071667)" 0.0417202582923 5
"(47.549907435999998, -122.29581905800001)" 0.0636870808351 1
"(47.722363475000002, -122.36230433999999)" 0.0335721130689 1
"(47.540685467000003, -122.28546529899999)" 0.0766790165119 2
"(47.715053161, -122.35024539)" 0.0195358203704 8
"(47.568561488, -122.40878399100001)" 0.0566910459173 2
"(47.659738300999997, -122.337394527)" 0.0431275788757 6
"(47.713030287999999, -122.297561887)" 0.0387362069473 2
"(47.726459929999997, -122.32887360700001)" 0.024330903261 1
"(47.579807801999998, -122.325978135)" 0.0245691057279 2
"(47.727315717000003, -122.347719012)" 0.027553128753 18
"(47.639106953999999, -122.277757346)" 0.0461201583553 1
"(47.628171090999999, -122.30102436599999)" 0.02071403302 1
"(47.624802526000003, -122.31567709799999)" 0.00961538538606 5
"(47.661489142999997, -122.357640393)" 0.04721983706 1
"(47.548903142, -122.28625124200001)" 0.0699684722307 31
"(47.640847811999997, -122.40098530100001)" 0.0688864349445 8
"(47.600858531999997, -122.291712952)" 0.029364889906 1
"(47.697663937999998, -122.31895723)" 0.0168281026126 8
"(47.658490917999998, -122.320841552)" 0.0433184042256 12
"(47.679161817000001, -122.349939134)" 0.028074462955 2
"(47.580994988, -122.300912152)" 0.0365379542097 1
"(47.696665393000004, -122.372040891)" 0.0376112286374 11
"(47.525595858999999, -122.31626010799999)" 0.0470508587025 5
"(47.535561285, -122.328624199)" 0.0334189875116 2
"(47.538894675000002, -122.266452946)" 0.0905154278298 2
"(47.705392943, -122.320494217)" 0.0146691658571 4
"(47.524021402999999, -122.39288447200001)" 0.0332823350366 5
"(47.705991171999997, -122.355459689)" 0.0207413280002 32
"(47.508617063000003, -122.37591705200001)" 0.0311497734983 2
"(47.664067748000001, -122.323996423)" 0.0403475481843 2
"(47.535396744000003, -122.281369998)" 0.0806675467362 8
"(47.662511017, -122.345336578)" 0.0417031287834 1
"(47.698725420999999, -122.34866088)" 0.0143323180331 4
"(47.668273632000002, -122.370760139)" 0.0498131650879 3
"(47.670104055000003, -122.310200421)" 0.0410866848154 1
"(47.655007062000003, -122.349920156)" 0.040665306049 2
"(47.497922647000003, -122.242996809)" 0.125128384966 1
"(47.666057807999998, -122.322861163)" 0.0387748254848 1
"(47.617643147000003, -122.339844864)" 0.0034978486191 20
"(47.734670985000001, -122.342402679)" 0.0326333864646 4
"(47.694841255, -122.3058205)" 0.0302236851033 1
"(47.680223402000003, -122.397043975)" 0.0661051422217 1
"(47.700718491000003, -122.364055439)" 0.0291870786633 4
"(47.583977118, -122.328431892)" 0.02020600467 2
"(47.688930714000001, -122.368326694)" 0.0361821040532 2
"(47.621063812999999, -122.322226116)" 0.00758646647554 2
"(47.678674426000001, -122.371960112)" 0.0442337747189 2
"(47.663079527000001, -122.311397692)" 0.0462642549067 12
"(47.576437124000002, -122.29032822400001)" 0.047304728517 1
"(47.694915942999998, -122.34726949900001)" 0.014680436703 1
"(47.619722252000003, -122.343507772)" 0.00766373511256 1
"(47.672182835000001, -122.401446775)" 0.0732486539879 1
"(47.719599533999997, -122.354873005)" 0.0259961644103 6
"(47.691749807999997, -122.32031286500001)" 0.0184003397427 1
"(47.692422251000004, -122.379489652)" 0.045755478627 2
"(47.639332070999998, -122.399629543)" 0.0670908143377 1
"(47.617794672000002, -122.348042553)" 0.0116021715237 1
"(47.587596077000001, -122.30130047199999)" 0.031994401558 7
"(47.67647539, -122.35264924800001)" 0.0318044555592 5
"(47.696678388000002, -122.30813773200001)" 0.0275246466132 2
"(47.675275765000002, -122.31192629100001)" 0.0359609445851 20
"(47.571414388999997, -122.33039009300001)" 0.032778700108 1
"(47.674290943999999, -122.406360909)" 0.0769285123307 25
"(47.531934081999999, -122.346781779)" 0.0159171558655 2
"(47.584029344000001, -122.389824086)" 0.0550595110553 1
"(47.624261371999999, -122.31673672300001)" 0.00895726060808 1
"(47.637867733, -122.355592532)" 0.0285655550587 1
"(47.612515584999997, -122.32343922)" 0.00677672626721 13
"(47.530339617000003, -122.272754198)" 0.0894880949705 11
"(47.574379380000003, -122.38252321100001)" 0.0430676111048 5
"(47.695922596999999, -122.329776224)" 0.00868631744312 2
"(47.631477678000003, -122.301978496)" 0.02224636269 1
"(47.620018727999998, -122.28056491700001)" 0.0370046100216 2
"(47.594214098000002, -122.310258856)" 0.0213628937446 24
"(47.607665978999997, -122.342353366)" 0.0106974943608 82
"(47.575083399999997, -122.302822302)" 0.039239070268 5
"(47.630877255999998, -122.357903652)" 0.0257174195359 1
"(47.586332329000001, -122.304886872)" 0.0301225372372 4
"(47.577733027999997, -122.41003467199999)" 0.0632819969018 4
"(47.602669073000001, -122.303083637)" 0.0190078628238 7
"(47.551879497999998, -122.330256234)" 0.0353001581378 4
"(47.676877890999997, -122.366021827)" 0.040529107934 6
"(47.627586563999998, -122.35407423300001)" 0.0207151922874 2
"(47.529686505999997, -122.287217587)" 0.075122039638 1
"(47.531540626999998, -122.28059478199999)" 0.0815860901825 2
"(47.529216822999999, -122.278941379)" 0.0834072155565 4
"(47.620828887000002, -122.32721979900001)" 0.01019003731 2
"(47.691076451000001, -122.38602227299999)" 0.0524230233804 1
"(47.602415342999997, -122.334976019)" 0.00607494018044 1
"(47.625233174999998, -122.363235297)" 0.0280884832139 7
"(47.579288024, -122.38075627800001)" 0.0467064073287 2
"(47.663573982000003, -122.319551322)" 0.042233339625 12
"(47.5328576, -122.34618694300001)" 0.0162563689939 2
"(47.669466313000001, -122.394261927)" 0.0680860933735 2
"(47.557412315999997, -122.338600382)" 0.0314049671248 10
"(47.702192728, -122.356752396)" 0.0218138649721 5
"(47.643192878999997, -122.387611495)" 0.0576064477249 7
"(47.561669572, -122.380077814)" 0.0309714537089 5
"(47.714003865999999, -122.31659748)" 0.0214501941832 1
"(47.613545872000003, -122.30141018)" 0.015958741197 7
"(47.618268729999997, -122.342405335)" 0.0061311737926 3
"(47.619708586000002, -122.33978031300001)" 0.00450553180628 1
"(47.672147672999998, -122.300639011)" 0.0460754770141 2
"(47.657202204999997, -122.348541653)" 0.0423310378993 17
"(47.578996658999998, -122.294160913)" 0.0430513066396 3
"(47.533684180000002, -122.35391814099999)" 0.0085866814724 1
"(47.576603916000003, -122.406838542)" 0.0601342624026 11
"(47.614771773999998, -122.312115475)" 0.00518359717982 27
"(47.562600455000002, -122.313524554)" 0.0444127711714 10
"(47.569115234999998, -122.296986381)" 0.0475812810753 1
"(47.590310596999998, -122.33159789299999)" 0.0140721844003 2
"(47.639121807000002, -122.301937233)" 0.0283128903565 3
"(47.630388277999998, -122.369382066)" 0.0356482221648 1
"(47.714913197999998, -122.297815259)" 0.0390295518207 41
"(47.661386381, -122.336832763)" 0.041556291449 16
"(47.714150979000003, -122.352213195)" 0.0206058833848 1
"(47.558045171000003, -122.40155659200001)" 0.0450171730405 5
"(47.657518388, -122.320318564)" 0.0423083643298 2
"(47.521027576000002, -122.367311993)" 0.0163491698409 76
"(47.603840505999997, -122.332388311)" 0.00324508215748 36
"(47.697866455000003, -122.366706444)" 0.0321528896181 15
"(47.663296633000002, -122.37359426099999)" 0.0553335846116 1
"(47.691467449000001, -122.387587293)" 0.0538645322706 3
"(47.639361890000004, -122.34481515100001)" 0.0242143613776 4
"(47.617783416000002, -122.32786401200001)" 0.00871400169412 39
"(47.722659958000001, -122.291413746)" 0.04781068241 2
"(47.628473563999997, -122.34754019899999)" 0.0161985484986 5
"(47.578362919, -122.380252826)" 0.0456571503122 2
"(47.663136661999999, -122.320134981)" 0.0424335696928 7
"(47.530303643000003, -122.286609461)" 0.0756746492765 2
"(47.575572010000002, -122.329061928)" 0.0285981581602 4
"(47.600020606000001, -122.319481963)" 0.0105300460939 8
"(47.522335061, -122.359148023)" 0.0144551474673 15
"(47.559254109000001, -122.379360789)" 0.0286025475045 1
"(47.727209311000003, -122.29641534700001)" 0.0455616295047 1
"(47.556574898000001, -122.38414714699999)" 0.0298692102529 1
"(47.693084489999997, -122.286636061)" 0.0493009222861 2
"(47.542063198999998, -122.381888718)" 0.0206232360147 1
"(47.723266987000002, -122.361626129)" 0.0335623303405 3
"(47.598793168999997, -122.30766361400001)" 0.0191159303954 2
"(47.521938384000002, -122.364542439)" 0.0147767726605 7
"(47.571685084999999, -122.327116949)" 0.0325490976825 21
"(47.542780293, -122.28729912999999)" 0.0743036241559 1
"(47.674992293000003, -122.34646971700001)" 0.0301917867931 2
"(47.692319699999999, -122.336464072)" 0.0106880850535 1
"(47.705081262, -122.355454667)" 0.0206203606344 6
"(47.644493621999999, -122.32712110600001)" 0.0294092239963 1
"(47.642928849999997, -122.384100319)" 0.0543870017304 4
"(47.650112548000003, -122.352907418)" 0.0372954975427 44
"(47.636997612999998, -122.38759367500001)" 0.0550073698388 2
"(47.558197559, -122.278843235)" 0.0681560134659 2
"(47.641415146, -122.360918592)" 0.0348003864982 1
"(47.676687766000001, -122.295118446)" 0.0476826373571 2
"(47.601659533000003, -122.298390645)" 0.0233031844149 15
"(47.646607598000003, -122.30461233600001)" 0.0337510036376 1
"(47.635549083999997, -122.403700847)" 0.0698159298341 1
"(47.623293171, -122.361291155)" 0.0256735774178 11
"(47.609821572000001, -122.288293723)" 0.0294933439822 2
"(47.504112601000003, -122.229322735)" 0.136602202756 1
"(47.546719660000001, -122.389978347)" 0.0297582182018 1
"(47.693506951000003, -122.303029772)" 0.0332735679645 2
"(47.633337042999997, -122.376411848)" 0.0432714124734 1
"(47.720938850000003, -122.339568173)" 0.0186206238129 4
"(47.698109148, -122.317594982)" 0.0180041359878 2
"(47.585377735999998, -122.38676873599999)" 0.0547817317667 1
"(47.690243529999996, -122.365993977)" 0.0335248376706 10
"(47.660503061999997, -122.30041561900001)" 0.0482242599797 2
"(47.503124165999999, -122.259498569)" 0.107826901273 1
"(47.601294480999996, -122.32244852300001)" 0.00730154319585 14
"(47.499752041000001, -122.315289886)" 0.0594562927485 1
"(47.715563766999999, -122.294657019)" 0.0422361848715 2
"(47.615306353000001, -122.353746454)" 0.0172964113045 6
"(47.508224120999998, -122.26034787899999)" 0.105540414365 1
"(47.662616376999999, -122.33015405099999)" 0.0405681082726 1
"(47.545197246999997, -122.387965306)" 0.027354747352 6
"(47.697417076999997, -122.285277041)" 0.0499746465764 1
"(47.553754544999997, -122.326878456)" 0.0391580179368 1
"(47.639552518999999, -122.40168875800001)" 0.0691048087854 5
"(47.682268985999997, -122.379997808)" 0.0495473888744 2
"(47.684383015999998, -122.355297992)" 0.027512169578 3
"(47.689631321999997, -122.340474386)" 0.014372774838 10
"(47.632281966999997, -122.30195337400001)" 0.0228540446427 1
"(47.685895639000002, -122.386468251)" 0.0542519905544 2
"(47.622068233999997, -122.308018878)" 0.01145084802 3
"(47.656014519000003, -122.386001361)" 0.0632638353887 1
"(47.616492561000001, -122.287563655)" 0.0297294775023 1
