City Feature,Common Name,Address,Website,Longitude,Latitude
Fire Stations,Fire Station #22,901 E ROANOKE ST,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs22/22.htm,-122.32085,47.642981
Fire Stations,Fire Station #3,1735 West Thurman,http://www.seattle.gov/fire/firestations/stations.htm#sta3,-122.37875,47.6555
Fire Stations,Fire Station #21,7304 GREENWOOD AV N,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs21/21.htm,-122.354972,47.682034
Fire Stations,Fire Station #24,401 N 130TH ST,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs24/24.htm,-122.353826,47.723053
Fire Stations,Fire Station #25,1300 E PINE ST,,-122.315096,47.615568
Fire Stations,Fire Station #27,1000 S MYRTLE ST,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs27/27.htm,-122.319907,47.53966
Fire Stations,Fire Station #28,5968 RAINIER AV S,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs28/28.htm,-122.276503,47.548476
Fire Stations,Fire Station #30,2931 S MOUNT BAKER BLVD,,-122.294701,47.575614
Fire Stations,Fire Station #31,1319 N NORTHGATE WY,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs31/31.htm,-122.341029,47.704816
Fire Stations,Fire Station #32,3715 SW ALASKA ST,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs32/32.htm,-122.379741,47.560813
Fire Stations,Fire Station #34,633 32ND AV E,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs34/34.htm,-122.291334,47.626
Fire Stations,Fire Station #35,8729 15TH AV NW,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs35/35.htm,-122.377173,47.693288
Fire Stations,Fire Station #36,3600 23RD AV SW,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs36/36.htm,-122.361734,47.571034
Fire Stations,Fire Station #38,5503 33RD AV NE,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs38/38.htm,-122.293007,47.668721
Fire Stations,Fire Station #39,12705 30TH AV NE,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs39/39.htm,-122.296691,47.721342
Fire Stations,Fire Station #41,2416 34TH AV W,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs41/41.htm,-122.400527,47.640129
Fire Stations,Fire Station #2,301 Aurora Ave N,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs02/2.htm,-122.344737,47.616188
Fire Stations,Fire Station #5,925 ALASKAN WY,http://www.seattle.gov/fire/firestations/stations.htm#sta5,-122.338829,47.603643
Fire Stations,Fire Station #6,101 23RD AV S,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs06/6.htm,-122.302712,47.601462
Fire Stations,Fire Station #9,3829 LINDEN AV N,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs09/9.htm,-122.348885,47.653625
Fire Stations,Fire Station #10,400 S WASHINGTON ST,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs10/10.htm,-122.331979,47.599846
Fire Stations,Fire Station #11,1514 SW HOLDEN ST,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs11/11.htm,-122.354695,47.533934
Fire Stations,Fire Station #14,3224 4TH AV S,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs14/14.htm,-122.328559,47.574617
Fire Stations,Fire Station #16,6846 OSWEGO PL NE,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs16/16.htm,-122.323198,47.679124
Fire Stations,Fire Station #17,4557 11th Avenue NE,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs17/17.htm,-122.316659,47.665167
Fire Stations,Fire Station #20,3205 13TH AV W,http://www.seattle.gov/fleetsfacilities/firelevy/facilities/fs20/20.htm,-122.373859,47.648813
Fire Stations,Fire Headquarters,301 2nd Ave,http://www.seattle.gov/fire/firestations/stations.htm#staHQ,-122.33195,47.59986
Fishing,Belvoir Place,3659  42nd Ave. NE,http://www.seattle.gov/parks/park_detail.asp?ID=475,-122.283216,47.655123
Fishing,Mount Baker Park,2521 Lake Park Dr. S,http://www.seattle.gov/parks/park_detail.asp?ID=419,-122.288481,47.580957
Fishing,Elliott Bay Park Fishing Pier,3130 Alaskan Way W,http://www.portseattle.org/community/resources/parks/index.shtml#elliottbay,-122.35727,47.61734
Fishing,Lake Union Walkway,Fairview Ave N & E Galer St,http://www.seattle.gov/parks/Boats/fishpier.htm,-122.32607,47.63226
Fishing,East Madison St. Dock,E MADISON ST & LAKE WASHINGTON BV E,http://www.seattle.gov/parks/Boats/fishpier.htm,-122.29244,47.62602
Fishing,Eddie Vine Boat Ramp,8001 Seaview Ave. NW,http://www.seattle.gov/parks/park_detail.asp?ID=243,-122.40327,47.692105
Fishing,Fairview Park,2900 Fairview Ave. E,http://www.seattle.gov/parks/park_detail.asp?ID=2975,-122.324917,47.647741
Fishing,Green Lake Park,7201 E Green Lake Dr. N,http://www.seattle.gov/parks/park_detail.asp?ID=307,-122.331029,47.681711
Fishing,Seacrest Park,1660 Harbor Ave. SW,http://www.seattle.gov/parks/park_detail.asp?ID=455,-122.378678,47.588951
Fishing,Stan Sayres Memorial Park,3808 Lake Washington Blvd S,http://www.seattle.gov/parks/park_detail.asp?ID=425,-122.277143,47.571152
Fishing,Terry Pettus Park,E Newton St. and Fairview Ave. E,http://www.seattle.gov/parks/park_detail.asp?ID=3889,-122.329689,47.636742
Fishing,Washington Park And Arboretum,2300 Arboretum Dr. E,http://depts.washington.edu/wpa/index.htm,-122.294835,47.636477
Fishing,Waterfront Park,1301 Alaskan Way,http://www.seattle.gov/parks/park_detail.asp?ID=3973,-122.342196,47.606778
Fishing,Rev. Murphy Fishing Pier @ Seward Park,5902 Lake Washington Blvd. S,http://www.seattle.gov/parks/environment/seward.htm,-122.25748,47.5492
Food Banks,Beacon Avenue Food Bank,6230 Beacon Ave S,,-122.300331,47.546769
Food Banks,Bo Da Dao Trang,3909 S Sunny View Dr,http://acrs.org/programs/nutrition.htm,-122.284441,47.515561
Food Banks,Central Area Motivation Program,722 18th Ave E,http://www.campseattle.org/Home/Food+Bank/default.aspx,-122.308541,47.625456
Food Banks,Emergency Feeding Program,2615 S Jackson St,http://www.emergencyfeeding.org/,-122.298464,47.599165
Food Banks,Indo-China Chinese Elderly Association,409 Maynard Ave S,http://acrs.org/programs/nutrition.htm,-122.325177,47.5991
Food Banks,Lake City Food Bank,12707 30th Ave NE,http://www.northhelpline.org/,-122.296462,47.721181
Food Banks,Phinney Ridge Food Bank,7500 Greenwood Ave N,http://www.prlc.org/foodbank.htm,-122.355178,47.683311
Food Banks,Salvation Army Food Bank,1101 Pike St,http://salvationarmynw.org/volunteer/foodbank.asp,-122.328816,47.613412
Food Banks,Seattle Indian Center,611 12th Ave S #300,http://www.seattleindiancenter.org/,-122.317349,47.597396
Food Banks,Tahanan Filipino Services,5740 M L King Jr Way S,http://www.filcomseattle.org/index.htm,-122.28778,47.550936
Food Banks,Volunteers Of America-Greenwood,9747 Greenwood Ave N,http://www.voaww.org/voa3f.cfm?SectionGroupsID=11&SectionListsID=11&PageID=234,-122.355521,47.699736
Food Banks,Spiritual Miracles Food Bank,7422 South 126th Street,http://www.seattle.gov/humanservices/emergencyservices/FoodBanksSeattleKingCounty.pdf,-122.24084,47.49142
Food Banks,Asian Counseling And Referral Services,720 8th Ave S,http://acrs.org/programs/nutrition.htm,-122.322334,47.596483
Food Banks,Ballard Food Bank,7005 24th Ave NW,http://www.ballardfoodbank.org,-122.387661,47.679582
Food Banks,Blessed Sacrament Food Bank,5050 8th Ave NE,http://www.blessed-sacrament.org/foodbank.html,-122.319416,47.665359
Food Banks,Cambodian Senior Club,9800 8th Ave SW,http://acrs.org/programs/nutrition.htm,-122.345149,47.515155
Food Banks,Cascade Immanuel Food Bank,1215 Thomas St,http://www.scn.org/frnf/immanuel.htm,-122.332595,47.620733
Food Banks,Chicken Soup Brigade,1002 E Seneca St,http://www.lifelongaidsalliance.org/csb,-122.319318,47.612259
Food Banks,Downtown Food Bank,1531 Western Ave 5th floor,http://www.pikemarketseniorcenter.org/,-122.341519,47.60863
Food Banks,El Centro De La Raza,2524 16th Ave S,http://www.elcentrodelaraza.com/programs/foodbank.htm,-122.31198,47.580786
Food Banks,Familyworks-Wallingford,1501 N 45th St,http://www.familyworksseattle.org/food_bank.htm,-122.339139,47.661302
Food Banks,Friendly Island Of Tonga Seniors,8319 8th Ave S,http://acrs.org/programs/nutrition.htm,-122.322996,47.528846
Food Banks,Jewish Family Service Food Bank,1601 16th Ave,http://www.jfsseattle.org/services/emergency.html,-122.311587,47.615313
Food Banks,Korean Senior Club Ii,153 14th Ave S,http://acrs.org/programs/nutrition.htm,-122.314268,47.601242
Food Banks,Northwest Community Services,4205 Rainier Ave S,,-122.288711,47.565566
Food Banks,Operational Emergency Center,11827 Renton Ave S,http://www.oecagency.org/services.php,-122.245348,47.496876
Food Banks,Providence Regina House,8201 10th Ave S,http://www.providence.org/washington/regina_house/default.htm,-122.320351,47.529771
Food Banks,Puget Sound Labor Agency,2800 1st Ave,http://pslaonline.org/PSLA%20Preview/Our%20Services.htm,-122.351499,47.616432
Food Banks,Salvation Army White Center,9050 16th Ave SW,http://salvationarmynw.org/volunteer/foodbank.asp,-122.354989,47.522378
Food Banks,Samoan Senior Club,8319 8th Ave S,http://acrs.org/programs/nutrition.htm,-122.322996,47.528846
Food Banks,Seattle Korean Elders Association,104 17th Ave,http://acrs.org/programs/nutrition.htm,-122.310136,47.601781
Food Banks,Society Of St. Vincent De Paul-Georgetown Service Center,5950 4th Ave S,http://www.stvincentdepaul-seattle.org/index.html,-122.329456,47.549814
Food Banks,The Food Bank At St. Marys,611 20th Ave,http://www.seniorservices.org/online/detail.asp?id=3249&case=1,-122.306445,47.60728
Food Banks,University District Service League,4731 15th Ave NE,http://www.udistrictfoodbank.org/,-122.312083,47.66331
Food Banks,Vietnamese Friendship Association,1017 S Jackson St,http://acrs.org/programs/nutrition.htm,-122.31938,47.599102
Food Banks,West Seattle Food Bank,3518 SW Genesee St.,http://www.westseattlefoodbank.org/,-122.376998,47.564761
Gardens,Bradner Gardens,29th Ave. S. and South Grand St.,http://www.seattle.gov/parks/park_detail.asp?ID=401,-122.29543,47.587441
Gardens,Japanese Garden,1075 Lake Washington Blvd E,http://www.seattle.gov/parks/park_detail.asp?ID=9999,-122.2952,47.627312
Gardens,Katie Blacks Garden,12th Ave. S and S Atlantic St.,http://www.seattle.gov/parks/park_detail.asp?ID=3122,-122.317642,47.590421
Gardens,Kubota Garden,9817 55th Ave. S,http://www.seattle.gov/parks/park_detail.asp?ID=415,-122.266125,47.513543
Gardens,Parsons Garden,650 W Highland Dr.,http://www.seattle.gov/parks/park_detail.asp?ID=324,-122.366084,47.629867
Gardens,Volunteer Park Conservatory,1400 E. Galer St.,http://www.seattle.gov/parks/park_detail.asp?ID=399,-122.315708,47.632063
Gardens,Washington Park Arboretum,2300 Arboretum Dr. E,http://www.seattle.gov/parks/park_detail.asp?ID=393,-122.296911,47.635268
Gardens,Woodland Park Zoo Rose Garden,Aurora Ave. N and N 59th St.,http://www.seattle.gov/parks/park_detail.asp?ID=292,-122.349939,47.665499
General Attractions,Seattle Center,305 Harrison St,http://www.seattlecenter.com/,-122.353983,47.622078
General Attractions,Pioneer Square,1st Ave & Yesler St,http://www.pioneersquare.org/,-122.333848,47.602016
General Attractions,Benaroya Hall,200 University St,http://www.seattlesymphony.org/benaroya/,-122.337173,47.607939
General Attractions,Pike Place Market,1st Ave & Pike St,http://www.pikeplacemarket.org/frameset.asp?flash=true,-122.341212,47.608798
General Attractions,Seattle Aquarium,1483 Alaskan Wy,http://www.seattleaquarium.org/NetCommunity/Page.aspx?pid=183,-122.342426,47.60788
General Attractions,Woodland Park Zoo,N 50th & Fremont Ave N,http://www.zoo.org/,-122.35173,47.667859
General Attractions,Ballard Locks,3015 NW 54th St,http://www.nws.usace.army.mil/PublicMenu/Menu.cfm?sitename=lwsc&pagename=mainpage,-122.396338,47.667439
General Attractions,Port Of Seattle,2711 Alaskan Wy,http://www.portseattle.org/,-122.353747,47.614
General Attractions,Seattle Underground Tour,608 1st Ave,http://www.undergroundtour.com/,-122.333468,47.602191
Golf Courses,Interbay Golf,2501 15th Avenue W,http://www.seattlegolf.com/interbay.php,-122.378455,47.643753
Golf Courses,Jackson Park Golf Course,10th Ave NE and NE 135th St,http://www.seattlegolf.com/jackson-park.php,-122.319103,47.729254
Golf Courses,Jefferson Park Golf Course,4101 Beacon Ave S,http://www.seattlegolf.com/jefferson-park.php,-122.305242,47.567202
Golf Courses,West Seattle Golf Course,4470 35th Ave SW,http://www.seattlegolf.com/west-seattle.php,-122.369712,47.559869
Health Centers - Community,Holly Park Community Clinic,3815 S Othello St,http://www.ichs.com/index.php?page=clinics,-122.284054,47.536852
Health Centers - Community,Central Area Dental Clinic,2101 E Yesler Way,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=8,-122.304768,47.601321
Health Centers - Community,Greenwood Medical Clinic,415 N 85th St,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=1,-122.353376,47.690412
Health Centers - Community,Rainier Park Medical Clinic,4400 37th Ave S,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=18,-122.285716,47.563636
Health Centers - Community,Sea Mar South Park Dental Clinic,8915 14th Ave S,http://www.seamar.org/locations/seattle_d.htm,-122.315104,47.52338
Health Centers - Community,Country Doctor Community Health Clin,500 19th Ave E,http://www.countrydoctor.org,-122.306924,47.624076
Health Centers - Community,Carolyn Downs Community Health Clinic,2101 E Yesler Way,http://www.countrydoctor.org/index.php?option=com_content&task=view&id=37&Itemid=34,-122.304768,47.601321
Health Centers - Community,International District Community Clinic,720 8th Ave S,http://www.ichs.com/,-122.322909,47.596473
Health Centers - Community,Odessa Brown Childrens Clinic,2101 E Yesler Way,http://www.seattlechildrens.org/our_services/regional_services/odessa_brown/,-122.304768,47.601321
Health Centers - Community,Uw Medicine - Belltown,2505 2nd Ave Suite 200,http://www.uwmedicine.washington.edu/facilities/NeighborhoodClinics/Clinics/Belltown,-122.32989,47.600582
Health Centers - Community,45th St Clinic,1629 N 45th St,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=2,-122.3378,47.661164
Health Centers - Community,Georgetown Dental Clinic,6200 13th Ave S,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=16,-122.315869,47.547557
Health Centers - Community,High Point Clinic,6020 35th Ave SW,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=11,-122.377394,47.548194
Health Centers - Community,Pike Market Medical Clinic,1930 Post Alley,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=7,-122.342498,47.61064
Health Centers - Community,Rainier Beach Medical Clinic,8444 Rainier Ave S,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=18,-122.269698,47.526754
Health Centers - Community,Southeast Family Dental Clinic,3800 S Myrtle St,http://psnhc.org/index.php?page=Clinic_Detail&clinicID=17,-122.285332,47.539687
Health Centers - Community,Sea Mar South Park Medical Clinic,8720 14th Ave S,http://www.seamar.org/locations/seattle_m.htm,-122.314718,47.524898
Health Centers - Community,Seattle Indian Health Board Clinic,611 12th Ave S,http://www.sihb.org/,-122.318378,47.597212
Health Centers - Public,North Seattle Dental Clinic,12359 Lake City Way NE,http://www.kingcounty.gov/healthservices/health/locations/dental.aspx,-122.295844,47.718998
Health Centers - Public,Downtown Public Health Center,2124 4th Ave,http://www.kingcounty.gov/healthservices/health/locations/downtown.aspx,-122.342167,47.614596
Health Centers - Public,Columbia Public Health Center,4400 37th Ave S,http://www.kingcounty.gov/healthservices/health/locations/columbia.aspx,-122.285716,47.563636
Health Centers - Public,North Public Health Center,10501 Meridian Ave N,http://www.kingcounty.gov/healthservices/health/locations/north.aspx,-122.334861,47.705576
Heritage Trees,Bay Laurel,5031 University Way NE,http://www.seattle.gov/transportation/heritagetree.htm,-122.313685,47.665678
Heritage Trees,Black Walnut,3814 20th Ave SW,http://www.seattle.gov/transportation/docs/ht004.pdf,-122.358813,47.569638
Heritage Trees,Chinese Scholar Tree,E Denny Wy and Nagle Pl,http://www.seattle.gov/transportation/docs/ht013.pdf,-122.318952,47.616492
Heritage Trees,Collection,9817 55th Ave S,http://www.seattle.gov/transportation/heritagetree.htm,-122.265874,47.512692
Heritage Trees,Purple Beech,3008 39th Ave W,http://www.seattle.gov/transportation/docs/ht017.pdf,-122.406617,47.647629
Heritage Trees,Douglas Fir,5898 Lake Washington Blvd S,http://www.seattle.gov/transportation/docs/ht009.pdf,-122.257225,47.549716
Heritage Trees,English Walnut,5946 22nd Ave S,http://www.seattle.gov/transportation/heritagetree.htm,-122.305604,47.548628
Heritage Trees,Fruiting Pear,1117 SW Elmgrove,http://www.seattle.gov/transportation/heritagetree.htm,-122.350158,47.529975
Heritage Trees,Giant Sequoia,6531 40th Ave SW,http://www.seattle.gov/transportation/docs/ht011.pdf,-122.383481,47.543825
Heritage Trees,Japanese Laceleaf Maple,2700 24th Ave E,http://www.seattle.gov/transportation/docs/ht002.pdf,-122.301111,47.645152
Heritage Trees,Northern Red Oak,2700 California Ave SW,http://www.seattle.gov/transportation/docs/ht003.pdf,-122.384386,47.578162
Heritage Trees,Plane Tree,Bellevue Pl E and Belmont Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.324573,47.627795
Heritage Trees,Weeping Flowering Cherry,6749 12th Ave NW,http://www.seattle.gov/transportation/heritagetree.htm,-122.372237,47.679221
Heritage Trees,Japanese Umbrella Pine,1107 21st Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.30513,47.62892
Heritage Trees,Sugar Maple,615 17th Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.31031,47.62499
Heritage Trees,Western Red Cedar,102 NE 63rd St,http://www.seattle.gov/transportation/heritagetree.htm,-122.32791,47.67456
Heritage Trees,Tulip Tree,7217 Orchard Pl S,http://www.seattle.gov/transportation/heritagetree.htm,-122.26849,47.53781
Heritage Trees,Cork Oak,2853 44th Ave W,http://www.seattle.gov/transportation/heritagetree.htm,-122.41324,47.64624
Heritage Trees,Catalpa,1222 37th Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.28517,47.63046
Heritage Trees,Weeping Cherry,9653 50th Ave SW,http://www.seattle.gov/transportation/heritagetree.htm,-122.39655,47.51605
Heritage Trees,Ponderosa Pine,441 25th Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.30019,47.62385
Heritage Trees,Western White Pine,3320 Beacon Ave S,http://www.seattle.gov/transportation/heritagetree.htm,-122.30846,47.57342
Heritage Trees,Ponderosa Pine,1524 24th Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.30134,47.63304
Heritage Trees,American Elm,1028 NE Ravenna Blvd,http://www.seattle.gov/transportation/heritagetree.htm,-122.316077,47.672129
Heritage Trees,Big Leaf Maple,1707 NW 62nd St,http://www.seattle.gov/transportation/docs/ht010.pdf,-122.379259,47.673669
Heritage Trees,Black Walnut,1406 Orange Pl N,http://www.seattle.gov/transportation/docs/ht020.pdf,-122.353478,47.63129
Heritage Trees,Blue Atlas Cedar,2336 15th Ave S,http://www.seattle.gov/transportation/docs/ht006.pdf,-122.313122,47.581744
Heritage Trees,Blue Atlas Cedar,5827 16th Ave NE,http://www.seattle.gov/transportation/heritagetree.htm,-122.31119,47.672288
Heritage Trees,Coast Redwood,3013 S Mt Baker Blvd,http://www.seattle.gov/transportation/docs/ht007.pdf,-122.293647,47.575887
Heritage Trees,Collection,1410 NE 66th St,http://www.seattle.gov/transportation/heritagetree.htm,-122.312808,47.67723
Heritage Trees,Collection,2300 Arboretum Dr E,http://www.seattle.gov/transportation/docs/ht015.pdf,-122.294317,47.63918
Heritage Trees,Copper Beech,1400 E Galer St,http://www.seattle.gov/transportation/heritagetree.htm,-122.31574,47.632281
Heritage Trees,Copper Beech,2137 8th Ave W,http://www.seattle.gov/transportation/docs/ht008.pdf,-122.367944,47.638878
Heritage Trees,Dawn Redwood,2322 12th Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.316698,47.64025
Heritage Trees,Douglas Fir,3833 54th Ave SW,http://www.seattle.gov/transportation/heritagetree.htm,-122.401782,47.56938
Heritage Trees,Empress Tree,5314 NE 42nd St,http://www.seattle.gov/transportation/heritagetree.htm,-122.27039,47.658911
Heritage Trees,English Elm,1125 Harvard Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.322815,47.62946
Heritage Trees,European White Elm,2523 Eastlake Av E,http://www.seattle.gov/transportation/docs/ht021.pdf,-122.326127,47.642965
Heritage Trees,Flowering Cherry,9725 12th Ave NW,http://www.seattle.gov/transportation/heritagetree.htm,-122.3718,47.700919
Heritage Trees,European Fruiting Pear,5614 Brooklyn Ave NE,http://www.seattle.gov/transportation/heritagetree.htm,-122.313945,47.669966
Heritage Trees,Giant Sequoia,2840 40th Ave W,http://www.seattle.gov/transportation/docs/ht014.pdf,-122.407965,47.646294
Heritage Trees,Giant Sequoia Ponderosa Pine,8034 Wallingford Ave N,http://www.seattle.gov/transportation/docs/ht019.pdf,-122.336143,47.687967
Heritage Trees,Golden Weeping Willow,9220 Wallingford Ave N,http://www.seattle.gov/transportation/docs/ht016.pdf,-122.336211,47.696625
Heritage Trees,Japanese Maple,2107 29th Ave W,http://www.seattle.gov/transportation/heritagetree.htm,-122.394523,47.637704
Heritage Trees,Japanese Umbrella Pine,172 23rd Ave,http://www.seattle.gov/transportation/docs/ht001.pdf,-122.302064,47.603336
Heritage Trees,Mountain Ash,2552 35th Ave W,http://www.seattle.gov/transportation/heritagetree.htm,-122.402007,47.642762
Heritage Trees,Oregon White Oak,730 Belmont Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.324491,47.626077
Heritage Trees,Pacific Dogwood,5703 Palatine Ave N,http://www.seattle.gov/transportation/heritagetree.htm,-122.356816,47.670601
Heritage Trees,Sawara Cypress,6203 Palatine Ave N,http://www.seattle.gov/transportation/heritagetree.htm,-122.356722,47.674206
Heritage Trees,Tulip Tree,5706 17th Ave NE,http://www.seattle.gov/transportation/heritagetree.htm,-122.309464,47.670413
Heritage Trees,Tulip Tree,747 16th Ave E,http://www.seattle.gov/transportation/docs/ht018.pdf,-122.311678,47.626644
Heritage Trees,Western Red Cedar,4129 NE 107th St,http://www.seattle.gov/transportation/heritagetree.htm,-122.282118,47.706188
Heritage Trees,Zelkova,139 NW 104th St,http://www.seattle.gov/transportation/heritagetree.htm,-122.359733,47.704155
Heritage Trees,Big Leaf Maple,10556 14th NW,http://www.seattle.gov/transportation/heritagetree.htm,-122.37377,47.70684
Heritage Trees,European Fruiting Pear,704 27th Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.29731,47.60823
Heritage Trees,Japanese Umbrella Pine,1810 18th Ave E,http://www.seattle.gov/transportation/heritagetree.htm,-122.30883,47.61806
Heritage Trees,Windmill Palm,5416 40th Ave SW,http://www.seattle.gov/transportation/heritagetree.htm,-122.38262,47.55328
Higher Education,North Seattle Community College,9600 College Way North,http://www.northseattle.edu,-122.334011,47.699361
Higher Education,Seattle University,901 12th Ave,http://www.seattleu.edu,-122.317111,47.610653
Higher Education,Seattle Central Community College,1701 Broadway,http://www.seattlecentral.org/,-122.321353,47.616768
Higher Education,South Seattle Community College,6000 16th Ave SW,http://southseattle.edu/,-122.35307,47.547
Higher Education,University Of Washington,1600 NE Grant Ln,http://www.washington.edu/,-122.309602,47.655388
Higher Education,Seattle Pacific University,3307 3rd Ave W,http://www.spu.edu,-122.362208,47.649128
Higher Education,Cornish College Of The Arts,1000 Lenora St,http://www.cornish.edu,-122.336288,47.618156
High Schools,Franklin,3013 S Mt. Baker Blvd,http://www.franklinquakers.org,-122.293647,47.575887
High Schools,Ingraham,1819 N 135TH St,http://www.ingrahamhigh.org,-122.336837,47.725699
High Schools,Roosevelt,1410 NE 66th St,http://www.rhsseattle.org/,-122.312808,47.67723
High Schools,Ballard,1418 NW 65th St,http://ballardbeavers.org/,-122.374888,47.67661
High Schools,Cleveland,5511 15th Ave S,http://www.seattleschools.org/schools/cleveland/,-122.31391,47.55237
High Schools,Garfield,400 23rd Ave,http://ghs.seattleschools.org/,-122.301903,47.605421
High Schools,Nathan Hale,10750 30th Ave NE,http://www.seattleschools.org/schools/hale/,-122.294532,47.707628
High Schools,Rainier Beach,8815 Seward Pk S,http://www.seattleschools.org/schools/rainierbeach/,-122.265859,47.524072
High Schools,Chief Sealth,5950 Delridge Wy SW,http://www.seattleschools.org/schools/chiefsealth/,-122.366155,47.528631
High Schools,West Seattle,3000 California Ave SW,http://www.seattleschools.org/schools/wshs/,-122.384592,47.57678
Hospitals,Navos,2600 SW Holden St,http://www.navos.org,-122.366238,47.534193
Hospitals,Veterans Hospital,1660 S Columbian Way,http://www.puget-sound.med.va.gov/,-122.309169,47.562454
Hospitals,Seattle Cancer Care Alliance,825 Eastlake Ave E,http://www.seattlecca.org/,-122.329651,47.626672
Hospitals,Swedish Medical Center - Ballard,5300 Tallman Ave NW,http://www.swedish.org/body.cfm?id=2052,-122.380473,47.668019
Hospitals,Swedish Medical Center - Cherry Hill,500 17th Ave,http://www.swedish.org/body.cfm?id=2030,-122.311131,47.607411
Hospitals,Swedish Medical Center - First Hill,747 Broadway,http://www.swedish.org/,-122.321928,47.608842
Hospitals,Kindred Hospital Seattle,10631 8th Ave,http://www.kindredhospitalseattle.com,-122.345039,47.507575
Hospitals,Group Health Hospital,201 16th Ave E,http://www.ghc.org/locations/medcenters/3/index.jhtml,-122.311817,47.619195
Hospitals,Virginia Mason Hospital,1100 9th Ave,https://www.virginiamason.org/home/,-122.32793,47.60953
Hospitals,Northwest Hospital & Medical Center,1550 N. 115th Street,http://www.nwhospital.org,-122.336888,47.714248
Hospitals,Seattle Children'S,4800 Sand Point Wy NE,http://www.seattlechildrens.org,-122.282298,47.661131
Hospitals,Harborview Medical Center,325 9th Ave,http://www.uwmedicine.org/facilities/harborview,-122.323769,47.603993
Hospitals,University Of Washington Medical Center,1959 NE Pacific St,http://www.uwmedicine.org/facilities/uwmedicalcenter,-122.309072,47.650344
Landmarks,Lake City Library,12501 28th Av NE,http://seattle.gov/neighborhoods/preservation/l.htm,-122.298092,47.719593
Landmarks,*Kinnear Park,988 W Olympic Pl,http://seattle.gov/neighborhoods/preservation/k.htm,-122.367113,47.627732
Landmarks,West Seattle Library,2306 42nd Av SW,http://seattle.gov/neighborhoods/preservation/w.htm,-122.384738,47.582717
Landmarks,Douglass-Truth Library,2300 E Yesler Way,http://seattle.gov/neighborhoods/preservation/d.htm,-122.301954,47.601917
Landmarks,University Library,5009 Roosevelt Way,http://seattle.gov/neighborhoods/preservation/u.htm,-122.317913,47.665249
Landmarks,Fremont Library,731 N 35th St,http://seattle.gov/neighborhoods/preservation/f.htm,-122.348446,47.650045
Landmarks,*Madison Middle School,3429 45th Ave SW,http://seattle.gov/neighborhoods/preservation/m.htm,-122.390217,47.572948
Landmarks,*Roosevelt High School,1410 NE 66th St,http://seattle.gov/neighborhoods/preservation/r.htm,-122.312823,47.677237
Landmarks,*Hat N Boots,6910 E Marginal Wy S,http://seattle.gov/neighborhoods/preservation/h.htm,-122.324067,47.541164
Landmarks,*Providence Hospital 1910 Bldg,528 17th Ave,http://seattle.gov/neighborhoods/preservation/p.htm,-122.309672,47.607071
Landmarks,Seattle Monorail,,http://seattle.gov/neighborhoods/preservation/s.htm,-122.349697,47.62124
Landmarks,*Seward Park Inn/Annex,5900 Lake Washington Blvd S,http://seattle.gov/neighborhoods/preservation/s.htm,-122.256274,47.549636
Landmarks,*Golden Gardens Bath House,8001 Seaview Ave NE,http://seattle.gov/neighborhoods/preservation/g.htm,-122.403969,47.691776
